posted,neighborhood,post title,number bedrooms,sqft,URL,price
2019-02-03 15:31:00,Berkeley,3x2! Move in Now! Don't Miss Out! $4800,3.0,1049.0,https://sfbay.craigslist.org/eby/apa/d/berkeley-3x2-move-in-now-dont-miss-out/6810890157.html,4800
2019-02-03 15:31:00,Dublin,2BD 2.5 BA Townhome with garage,2.0,1200.0,https://sfbay.craigslist.org/eby/apa/d/pleasanton-2bd-25-ba-townhome-with/6805093567.html,2800
2019-02-03 15:29:00,Hayward,"Large Wardrobe closets, 4 laundry facilities, Pet relief area",1.0,701.0,https://sfbay.craigslist.org/eby/apa/d/hayward-large-wardrobe-closets-4/6810889372.html,1970
2019-02-03 15:29:00,Berkeley,800 sq ft! 2x2! Move in Now!,2.0,789.0,https://sfbay.craigslist.org/eby/apa/d/berkeley-800-sq-ft-2x2-move-in-now/6810889049.html,4000
2019-02-03 15:28:00,Oakland Rockridge,Lovely 2 BR Rockridge Flat,2.0,1150.0,https://sfbay.craigslist.org/eby/apa/d/oakland-lovely-2-br-rockridge-flat/6810888732.html,3800
2019-02-03 15:27:00,Berkeley North,~800 sq.ft.Cottage- Live Oak Park,1.0,800.0,https://sfbay.craigslist.org/eby/apa/d/berkeley-800-sqftcottage-live-oak-park/6803002290.html,2800
2019-02-03 15:25:00,Hayward,How To Live Better At Vivante Apartments! Call Today!,3.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-how-to-live-better-at-vivante/6810875537.html,2800
2019-02-03 15:23:00,Hayward,*LOVE IS IN THE AIR* PARAISO IS WHERE YOU WANT TO BE,2.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-love-is-in-the-air-paraiso-is/6810886087.html,2695
2019-02-03 15:20:00,Dublin,ONLY $199 DEPOSIT and REDUCED PRICE!! STOP BY TODAY!,2.0,1011.0,https://sfbay.craigslist.org/eby/apa/d/dublin-only-199-deposit-and-reduced/6810884325.html,2882
2019-02-03 15:20:00,Fremont,Have A Small Business Or Make It Your Home W/ Our Live/Work Lofts!,1.0,619.0,https://sfbay.craigslist.org/eby/apa/d/union-city-have-small-business-or-make/6810884264.html,2900
2019-02-03 15:16:00,Vallejo,"Pet Friendly, Walk In Closets, Extra Storage, Ceiling Fan, Dishwasher",1.0,640.0,https://sfbay.craigslist.org/eby/apa/d/vallejo-pet-friendly-walk-in-closets/6810882356.html,1575
2019-02-03 15:15:00,Dublin,Best Choice To Move-In Here For Your Family and You!,2.0,887.0,https://sfbay.craigslist.org/eby/apa/d/livermore-best-choice-to-move-in-here/6810881582.html,2720
2019-02-03 15:15:00,Hercules,1 bedroom apartment with large kitchen,1.0,,https://sfbay.craigslist.org/eby/apa/d/rodeo-1-bedroom-apartment-with-large/6810881205.html,1350
2019-02-03 15:14:00,Oakland North,"2 Bedroom, 3 Blocks From Bart, Water Included Laundry, Free Parking!!!",2.0,950.0,https://sfbay.craigslist.org/eby/apa/d/oakland-2-bedroom-3-blocks-from-bart/6810863983.html,2500
2019-02-03 15:14:00,Concord,Drift Away in This Spacious Apartment!,2.0,1029.0,https://sfbay.craigslist.org/eby/apa/d/pleasant-hill-drift-away-in-this/6810880662.html,2499
2019-02-03 15:13:00,Hayward,*YOU CAN AFFORD TO DWELL WELL* COME VISIT US TODAY,2.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-you-can-afford-to-dwell-well/6810880479.html,2245
2019-02-03 15:13:00,Walnut Creek,"San Jose downtown, Large rooms! Bright skylight, Old World Details",1.0,750.0,https://sfbay.craigslist.org/eby/apa/d/san-jose-san-jose-downtown-large-rooms/6809409381.html,2125
2019-02-03 15:12:00,Dublin,Beautiful Renovated Home Available Now!  $99.00 Deposit!,3.0,1305.0,https://sfbay.craigslist.org/eby/apa/d/pleasanton-beautiful-renovated-home/6810879434.html,3396
2019-02-03 15:12:00,Danville,"Fabulous One Bedroom, One Bath Apartment Available to Move-in Today!",1.0,712.0,https://sfbay.craigslist.org/eby/apa/d/moraga-fabulous-one-bedroom-one-bath/6810879443.html,1989
2019-02-03 15:11:00,Fairfield,Amazing 3 Bedroom On the 1st Floor,3.0,1340.0,https://sfbay.craigslist.org/eby/apa/d/fairfield-amazing-3-bedroom-on-the-1st/6810878938.html,2918
2019-02-03 15:10:00,Fremont,"1184 sq ft 2 bedroom 2 bath $3,355",2.0,1184.0,https://sfbay.craigslist.org/eby/apa/d/fremont-1184-sq-ft-2-bedroom-2-bath-3355/6810878737.html,3355
2019-02-03 15:09:00,Oakland Rockridge,One-bedroom cottage in Rockridge,1.0,550.0,https://sfbay.craigslist.org/eby/apa/d/oakland-one-bedroom-cottage-in-rockridge/6810877980.html,2500
2019-02-03 15:09:00,Oakland Downtown,"~1/2 mo FREE~ Cute Studio~ Eat-In , Pets OK, Yard, Walk 2 BART",,359.0,https://sfbay.craigslist.org/eby/apa/d/oakland-1-2-mo-free-cute-studio-eat-in/6807584503.html,1895
2019-02-03 15:08:00,Oakland Downtown,"~ 1/2 Mo FREE~ Cozy Lakeside Studio, Pets OK by BART",,343.0,https://sfbay.craigslist.org/eby/apa/d/oakland-1-2-mo-free-cozy-lakeside/6807583422.html,1850
2019-02-03 15:08:00,Hayward,Furnished 2bed/1bath duplex w/ big backyard,2.0,1500.0,https://sfbay.craigslist.org/eby/apa/d/san-lorenzo-furnished-2bed-1bath-duplex/6810877394.html,2950
2019-02-03 15:08:00,Oakland Lake Merritt,"~$99 deposit~ Adams Point! Patio, pool, parking available",1.0,569.0,https://sfbay.craigslist.org/eby/apa/d/oakland-99-deposit-adams-point-patio/6807581934.html,2475
2019-02-03 15:07:00,Oakland North,"~UPTOWN Top Fl Studio- Pets OK, Parking Available",,378.0,https://sfbay.craigslist.org/eby/apa/d/oakland-uptown-top-fl-studio-pets-ok/6809399463.html,1975
2019-02-03 15:07:00,Oakland Lake Merritt,Spacious 2-Bedroom with Wonderful View,2.0,720.0,https://sfbay.craigslist.org/eby/apa/d/oakland-spacious-2-bedroom-with/6795988219.html,2600
2019-02-03 15:07:00,Fairfield,Amazing 2 Bedroom with Move In Special!,2.0,1193.0,https://sfbay.craigslist.org/eby/apa/d/fairfield-amazing-2-bedroom-with-move/6810876673.html,2504
2019-02-03 15:07:00,Hayward,"Great Location,  Newly Renovated 2 Bedroom 2 Bathroom Town Homes!",2.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-great-location-newly-renovated/6810876535.html,2498
2019-02-03 15:06:00,Oakland Lake Merritt,"$99 deposit~ SF Views! Adams Pt w/ Pool, Patio, Pets & PARKING",1.0,588.0,https://sfbay.craigslist.org/eby/apa/d/oakland-99-deposit-sf-views-adams-pt/6807580058.html,2495
2019-02-03 15:06:00,Danville,Walking Distance To City Center Bishop Mall! Inquire Within!,1.0,625.0,https://sfbay.craigslist.org/eby/apa/d/san-ramon-walking-distance-to-city/6810876292.html,2266
2019-02-03 15:06:00,Hayward,We offer Nothing But the Best at Solstice Apartments!,3.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-we-offer-nothing-but-the-best/6810876047.html,2775
2019-02-03 15:05:00,Oakland Downtown,"~UPTOWN Studio- PETS WELCOME, Parking Available",,387.0,https://sfbay.craigslist.org/eby/apa/d/oakland-uptown-studio-pets-welcome/6809402729.html,1895
2019-02-03 15:04:00,Hayward,The Perfect Place To Call Home! Solis Garden Apartments! Call Now!,2.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-the-perfect-place-to-call-home/6810874844.html,2298
2019-02-03 15:04:00,Oakland Downtown,"~ $99 Deposit~ Sunny studio w/views, heart of Uptown. Pets OK",,364.0,https://sfbay.craigslist.org/eby/apa/d/oakland-99-deposit-sunny-studio-views/6809404766.html,1795
2019-02-03 15:03:00,Oakland Downtown,"Updated Sunny Jr 1 BD UPTOWN, Pets OK, Parking",1.0,368.0,https://sfbay.craigslist.org/eby/apa/d/oakland-updated-sunny-jr-1-bd-uptown/6809405885.html,2195
2019-02-03 15:01:00,Berkeley,Beautifully remodeled BRAND NEW 2 bedrooms in North Berkeley,2.0,800.0,https://sfbay.craigslist.org/eby/apa/d/berkeley-beautifully-remodeled-brand/6809297307.html,2995
2019-02-03 14:58:00,Berkeley,"Lovely Berkeley Studio available Feb 3, 2019",1.0,,https://sfbay.craigslist.org/eby/apa/d/berkeley-lovely-berkeley-studio/6810871065.html,1500
2019-02-03 14:57:00,Fairfield,2x2 Newly Renovated unit in Vacaville! W/D in unit!,2.0,934.0,https://sfbay.craigslist.org/eby/apa/d/vacaville-2x2-newly-renovated-unit-in/6810870531.html,1895
2019-02-03 14:56:00,Hayward,2 bedroom 1 bath at a GREAT Rate! $2330!!!,2.0,976.0,https://sfbay.craigslist.org/eby/apa/d/hayward-2-bedroom-1-bath-at-great-rate/6810869833.html,2336
2019-02-03 14:55:00,Fairfield,Enjoy The Beauty Of Spring In Your Spacious New 3 Bedroom Apartment!,3.0,1340.0,https://sfbay.craigslist.org/eby/apa/d/fairfield-enjoy-the-beauty-of-spring-in/6810860349.html,2918
2019-02-03 14:55:00,Dublin,Dublin 2 Bdrm Townhouse,2.0,1007.0,https://sfbay.craigslist.org/eby/apa/d/dublin-dublin-2-bdrm-townhouse/6810869520.html,2590
2019-02-03 14:55:00,Richmond,Sit Back Relax... Your New Home Awaits!,2.0,970.0,https://sfbay.craigslist.org/eby/apa/d/san-pablo-sit-back-relax-your-new-home/6810869387.html,2497
2019-02-03 14:53:00,Hayward,1 bedroom 1 bath available in Hayward!,1.0,797.0,https://sfbay.craigslist.org/eby/apa/d/hayward-1-bedroom-1-bath-available-in/6810867901.html,1912
2019-02-03 14:52:00,Downtown Oakland,"""FULLY REMODELED"" 2 Bdrm, 1 Bath + Living Room & Laundry Room, Duplex",2.0,,https://sfbay.craigslist.org/eby/apa/d/oakland-fully-remodeled-2-bdrm-1-bath/6810867781.html,2195
2019-02-03 14:52:00,Alameda,"Save $2,995 Upon Move In! Top Floor Upgraded Home By The Beach!",2.0,950.0,https://sfbay.craigslist.org/eby/apa/d/save-2995-upon-move-in-top-floor/6810867501.html,2995
2019-02-03 14:51:00,Concord,"Immaculate, recent remodel",3.0,1130.0,https://sfbay.craigslist.org/eby/apa/d/concord-immaculate-recent-remodel/6805067605.html,2695
2019-02-03 14:51:00,Walnut Creek,Waterfront- Jr 1 bdrm fully furnished Benicia apt,1.0,600.0,https://sfbay.craigslist.org/eby/apa/d/port-costa-waterfront-jr-1-bdrm-fully/6810866928.html,2300
2019-02-03 14:50:00,Vallejo,Beautiful Family House in Vallejo,3.0,1218.0,https://sfbay.craigslist.org/eby/apa/d/vallejo-beautiful-family-house-in/6810866597.html,2099
2019-02-03 14:50:00,Fremont,EXPERIENCE ELEGANCE - LUXURIOUS 2X1 WITH PREMIUM RENOVATIONS,,935.0,https://sfbay.craigslist.org/eby/apa/d/fremont-experience-elegance-luxurious/6810866524.html,2499
2019-02-03 14:50:00,San Leandro,single family house pets welcome 3 bed 2bath large backyard,3.0,,https://sfbay.craigslist.org/eby/apa/d/san-leandro-single-family-house-pets/6800846616.html,3000
2019-02-03 14:48:00,Danville,"For Rent - San Ramon Condo 2 Bed 2 Bath, $2600",2.0,1058.0,https://sfbay.craigslist.org/eby/apa/d/moraga-for-rent-san-ramon-condo-2-bed-2/6806456121.html,2600
2019-02-03 14:47:00,Hayward,1 bedroom 1 bath available in hayward,1.0,662.0,https://sfbay.craigslist.org/eby/apa/d/hayward-1-bedroom-1-bath-available-in/6810864492.html,1997
2019-02-03 14:45:00,Fremont,OPEN FLOOR PLAN WITH A PRIVATE PATIO & GYM,1.0,,https://sfbay.craigslist.org/eby/apa/d/fremont-open-floor-plan-with-private/6810863370.html,2195
2019-02-03 14:44:00,Oakland Lake Merritt,Huge Condo Steps from Lake Merritt!,2.0,1080.0,https://sfbay.craigslist.org/eby/apa/d/oakland-huge-condo-steps-from-lake/6799853398.html,2850
2019-02-03 14:44:00,Fairfield,"Energy Efficient Dual Pane Windows, Package Locker, Detached Garage",1.0,790.0,https://sfbay.craigslist.org/eby/apa/d/vacaville-energy-efficient-dual-pane/6808617724.html,1863
2019-02-03 14:44:00,Alameda,Large Studio! Ready To Call Home!,,560.0,https://sfbay.craigslist.org/eby/apa/d/alameda-large-studio-ready-to-call-home/6810862481.html,2225
2019-02-03 14:39:00,Dublin,Relax Resort Style! Waterford Place in Dublin.........,1.0,708.0,https://sfbay.craigslist.org/eby/apa/d/pleasanton-relax-resort-style-waterford/6810859762.html,2347
2019-02-03 14:38:00,Dublin,BEAUTIFULLY RENOVATED 1BHK IN A PERFECT LOCATION!,1.0,796.0,https://sfbay.craigslist.org/eby/apa/d/pleasanton-beautifully-renovated-1bhk/6810858764.html,2375
2019-02-03 14:37:00,Fremont,Bright & Beautiful 2x2 in Fremont Close to BART/FREMONT HUB,2.0,1159.0,https://sfbay.craigslist.org/eby/apa/d/fremont-bright-beautiful-2x2-in-fremont/6810858390.html,3404
2019-02-03 14:36:00,Fremont,"2 Bedroom, 2 Bath in Fremont Close to Fremont Hub",2.0,1179.0,https://sfbay.craigslist.org/eby/apa/d/fremont-2-bedroom-2-bath-in-fremont/6810857719.html,3123
2019-02-03 14:36:00,Concord,Convenient Studio apt located by public transportation,,380.0,https://sfbay.craigslist.org/eby/apa/d/walnut-creek-convenient-studio-apt/6810857479.html,1775
2019-02-03 14:35:00,Oakland Downtown,Jack London NY Style Loft,,1500.0,https://sfbay.craigslist.org/eby/apa/d/oakland-jack-london-ny-style-loft/6810856826.html,4200
2019-02-03 14:35:00,Oakland Lake Merritt,"1bd - Sunny, Pet Friendly:Adams Point/Pill Hill",1.0,700.0,https://sfbay.craigslist.org/eby/apa/d/oakland-1bd-sunny-pet-friendlyadams/6810856728.html,2500
2019-02-03 14:34:00,Concord,Our Beautiful Condominiums Come With Washer and Dryer!,3.0,1152.0,https://sfbay.craigslist.org/eby/apa/d/concord-our-beautiful-condominiums-come/6810856246.html,2795
2019-02-03 14:34:00,Concord,Quiet secured ground floor 1BR/BA Concord condo,1.0,675.0,https://sfbay.craigslist.org/eby/apa/d/concord-quiet-secured-ground-floor-1br/6810856164.html,1650
2019-02-03 14:34:00,Alameda,Location!!!!!! 3+ bedroom 2 bath,3.0,,https://sfbay.craigslist.org/eby/apa/d/oakland-location-3-bedroom-2-bath/6805940382.html,3075
2019-02-03 14:33:00,Alameda,Large- Beautiful- 2 bedroom - Must See-Available Now,2.0,1400.0,https://sfbay.craigslist.org/eby/apa/d/alameda-large-beautiful-2-bedroom-must/6805938717.html,2950
2019-02-03 14:32:00,Concord,TWO BLOCKS AWAY FROM BART!,2.0,1016.0,https://sfbay.craigslist.org/eby/apa/d/concord-two-blocks-away-from-bart/6810855126.html,2415
2019-02-03 14:31:00,Concord,RENT OUR 2 BEDROOM AND GET A 2 WEEKS OFF SPECIAL!,2.0,1016.0,https://sfbay.craigslist.org/eby/apa/d/concord-rent-our-2-bedroom-and-get-2/6810854130.html,2415
2019-02-03 14:29:00,Vallejo,"Benicia Waterfront Jr. 1 Bdrm In-Law unit, furnished",1.0,600.0,https://sfbay.craigslist.org/eby/apa/d/port-costa-benicia-waterfront-jr-1-bdrm/6810852854.html,2300
2019-02-03 14:29:00,Emeryville,Three Bedroom With Second Floor View & Newer Appliances!!,3.0,1340.0,https://sfbay.craigslist.org/eby/apa/d/emeryville-three-bedroom-with-second/6810852805.html,4245
2019-02-03 14:28:00,Emeryville,Brand New 2 BR @ Concierge Style Service Community N. Of Emeryville,2.0,,https://sfbay.craigslist.org/eby/apa/d/richmond-brand-new-2-br-concierge-style/6810852214.html,2500
2019-02-03 14:27:00,Dublin,"Newly Renovated, Pet-Friendly 1BR/1BA Apartment with New Appliances!",1.0,665.0,https://sfbay.craigslist.org/eby/apa/d/pleasanton-newly-renovated-pet-friendly/6810851861.html,2037
2019-02-03 14:25:00,San Leandro,Single family house for rent $2800,3.0,,https://sfbay.craigslist.org/eby/apa/d/hayward-single-family-house-for-rent/6810850522.html,3000
2019-02-03 14:25:00,Fairfield,QUIET APARTMENT IN COUNTRY WITH EASY FREEWAY ACCESS,1.0,600.0,https://sfbay.craigslist.org/eby/apa/d/fairfield-quiet-apartment-in-country/6810850360.html,1000
2019-02-03 14:25:00,San Leandro,Single family house for rent $2200,2.0,,https://sfbay.craigslist.org/eby/apa/d/san-leandro-single-family-house-for/6810850153.html,2200
2019-02-03 14:24:00,Dublin,Great Location with New Appliances and More!  $99.00 Deposit!,2.0,1092.0,https://sfbay.craigslist.org/eby/apa/d/pleasanton-great-location-with-new/6810849689.html,2673
2019-02-03 14:23:00,Oakland Downtown,"~Art Deco Gem Gorgeous 1 Bd~ Updated, Good Storage Walk to BART",1.0,660.0,https://sfbay.craigslist.org/eby/apa/d/oakland-art-deco-gem-gorgeous-1-bd/6807568309.html,2495
2019-02-03 14:23:00,Oakland Downtown,"~  Stunning Art Deco studio, storage, near BART",,425.0,https://sfbay.craigslist.org/eby/apa/d/oakland-stunning-art-deco-studio/6809406343.html,1995
